key,title,description,issue_type,priority,status,created,updated,resolutiondate,anomaly_class,ml_text,project
SPARK-57290,Remove Spark 3.3/3.4 logic from `add-dockerfiles.sh`,,Sub-task,Major,Resolved,2026-06-06T02:25:22.000+0000,2026-06-06T02:36:33.000+0000,2026-06-06T02:36:33.000+0000,0,remove spark 3 3 3 4 logic from add dockerfiles sh sub task major resolved spark,SPARK
SOLR-18281,PackageToolTest.testDeployValidationMessages reliably fails 100% of the time,"PackageToolTest.testDeployValidationMessages has a 100% jenkins failure rate since it was committed a few days ago in {{eaee0a20cbb7af08f86a0339654b1ce6f421dc24}} (which does not cite a jira)

a jenkins seed picked at random reproduces reliably for me...

 
{noformat}
./gradlew test --tests PackageToolTest.testDeployValidationMessages -Dtests.seed=2BE60DD7AEBCFD18 -Dtests.multiplier=3 -Dtests.locale=jgo-Latn-CM -Dtests.timezone=America/Thunder_Bay -Dtests.asserts=true -Dtests.file.encoding=UTF-8{noformat}",Test,Major,Resolved,2026-06-06T01:25:53.000+0000,2026-06-08T14:37:45.000+0000,2026-06-07T01:15:10.000+0000,1,packagetooltest testdeployvalidationmessages reliably fails 100 of the time packagetooltest testdeployvalidationmessages has a 100 jenkins failure rate since it was committed a few days ago in eaee0a20cbb7af08f86a0339654b1ce6f421dc24 which does not cite a jira a jenkins seed picked at random reproduces reliably for me noformat gradlew test tests packagetooltest testdeployvalidationmessages dtests seed 2be60dd7aebcfd18 dtests multiplier 3 dtests locale jgo latn cm dtests timezone america thunder bay dtests asserts true dtests file encoding utf 8 noformat test major resolved solr,SOLR
SOLR-18280,reproducible TestReplicationHandler.testUrlAllowList failures,"jenkins stats show a 75% failure rate from TestReplicationHandler.testUrlAllowList in the past 7 days – all from 10x nightly builds, and all related to seeds that reproduce reliably

Picking one of the seeds at random, in looking for a ""start"" point to run bit bisect, I found that the failures are not new - these particular seeds _with *nightly*_ will fail even if you go several months back.

Ultimately git bisect identified commit SHA {{46479673b836c9364bc3648ceef771fa16b266c6}} (which does not cite a jira) as when these failures were introduced.

Since {{46479673b8}} only modifies test files, it is likely that these failures only represent a test bug -- but it's possible they represent a ""real"" bug that our tests only started surfacing after these test changes.",Test,Major,Open,2026-06-06T01:10:44.000+0000,2026-06-08T11:56:38.000+0000,Not resolved,1,reproducible testreplicationhandler testurlallowlist failures jenkins stats show a 75 failure rate from testreplicationhandler testurlallowlist in the past 7 days all from 10x nightly builds and all related to seeds that reproduce reliably picking one of the seeds at random in looking for a start point to run bit bisect i found that the failures are not new these particular seeds with nightly will fail even if you go several months back ultimately git bisect identified commit sha 46479673b836c9364bc3648ceef771fa16b266c6 which does not cite a jira as when these failures were introduced since 46479673b8 only modifies test files it is likely that these failures only represent a test bug but it s possible they represent a real bug that our tests only started surfacing after these test changes test major open solr,SOLR
SPARK-57289,Remove Spark 3.3.x and 3.4.x GPG keys,,Sub-task,Major,Resolved,2026-06-06T00:26:31.000+0000,2026-06-06T02:23:54.000+0000,2026-06-06T02:23:54.000+0000,0,remove spark 3 3 x and 3 4 x gpg keys sub task major resolved spark,SPARK
SPARK-57288,Reorganize MERGE INTO schema evolution tests by scenario,,Sub-task,Major,Resolved,2026-06-05T23:07:31.000+0000,2026-06-17T20:57:13.000+0000,2026-06-17T20:57:03.000+0000,0,reorganize merge into schema evolution tests by scenario sub task major resolved spark,SPARK
SPARK-57287,V2ExpressionSQLBuilder.escapeSpecialCharsForLikePattern does not escape the LIKE escape character itself,,Bug,Major,Resolved,2026-06-05T22:17:41.000+0000,2026-06-09T00:15:25.000+0000,2026-06-09T00:15:25.000+0000,1,v2expressionsqlbuilder escapespecialcharsforlikepattern does not escape the like escape character itself bug major resolved spark,SPARK
FLINK-39875,Restore thread interrupt status in ResultStore.processRecord() after catching InterruptedException,"*Summary*

The {{processRecord()}} method in {{ResultStore}} catches {{InterruptedException}} without restoring the thread's interrupt status. This violates Java concurrency best practices and may prevent the result retrieval thread from responding correctly to shutdown or cancellation requests.

*Description*

In {{{}ResultStore.processRecord(){}}}, the thread waits when the result buffer reaches its maximum size:

 

{{try \{
    resultLock.wait();
} catch (InterruptedException e) \{
    // ignore
}}}

When {{wait()}} throws {{{}InterruptedException{}}}, the thread's interrupt status is cleared. Since the exception is currently ignored, the interrupt signal is effectively lost.

*Impact*
 * The {{ResultRetrievalThread}} may not respond promptly to interruption requests.
 * The {{close()}} method interrupts the retrieval thread during shutdown, but the interrupt can be swallowed while waiting on {{{}resultLock{}}}.
 * Higher-level cancellation and shutdown mechanisms may not behave as expected.
 * Ignoring interrupts can lead to delayed shutdowns and make thread lifecycle management less reliable.

*Proposed Fix*

Restore the interrupt status when handling {{{}InterruptedException{}}}:

 

{{try \{
    resultLock.wait();
} catch (InterruptedException e) \{
    Thread.currentThread().interrupt();
    return;
}}}

Alternatively, propagate the interruption to the caller if the surrounding design allows it.

Acceptance Criteria
 * Interrupt status is preserved when {{InterruptedException}} is caught in {{{}processRecord(){}}}.
 * {{ResultRetrievalThread}} responds correctly to shutdown and cancellation requests.
 * Thread interruption behavior follows Java concurrency best practices.",Bug,Minor,Open,2026-06-05T22:17:37.000+0000,2026-06-17T05:24:09.000+0000,Not resolved,2,restore thread interrupt status in resultstore processrecord after catching interruptedexception summary the processrecord method in resultstore catches interruptedexception without restoring the thread s interrupt status this violates java concurrency best practices and may prevent the result retrieval thread from responding correctly to shutdown or cancellation requests description in resultstore processrecord the thread waits when the result buffer reaches its maximum size try resultlock wait catch interruptedexception e ignore when wait throws interruptedexception the thread s interrupt status is cleared since the exception is currently ignored the interrupt signal is effectively lost impact the resultretrievalthread may not respond promptly to interruption requests the close method interrupts the retrieval thread during shutdown but the interrupt can be swallowed while waiting on resultlock higher level cancellation and shutdown mechanisms may not behave as expected ignoring interrupts can lead to delayed shutdowns and make thread lifecycle management less reliable proposed fix restore the interrupt status when handling interruptedexception try resultlock wait catch interruptedexception e thread currentthread interrupt return alternatively propagate the interruption to the caller if the surrounding design allows it acceptance criteria interrupt status is preserved when interruptedexception is caught in processrecord resultretrievalthread responds correctly to shutdown and cancellation requests thread interruption behavior follows java concurrency best practices bug minor open flink,FLINK
IGNITE-28749,[doc] Document thin client module extraction and artifact usage,"Documentation follow-up for IGNITE-28717: Extraction of thin client API to module.

Context:
- Original issue: https://issues.apache.org/jira/browse/IGNITE-28717
- Related preparatory issue: https://issues.apache.org/jira/browse/IGNITE-28733
- PR: https://github.com/apache/ignite/pull/13176

Why docs are needed:
The implementation moves thin client API classes into a dedicated module, updates thin-client-related classpath scripts, and prepares the packaging direction where users should not rely on ignite-core.jar for thin client usage. The reviewed PR/commit set does not include the corresponding website/user documentation updates for dependency selection and migration guidance.

Documentation scope:
- Explain that thin client API classes are now provided from a dedicated thin-client module instead of being consumed through ignite-core.
- Describe which artifact(s) users should add to the classpath for thin client applications.
- Clarify migration guidance for existing applications that used ignite-core only to access thin client APIs.
- Mention any compatibility/runtime implications that become simpler after the extraction, including reduced dependency on server-side implementation classes.
- Add a release-note-level mention for the affected release line if appropriate.

Likely documentation locations:
- Thin client getting started / dependency setup
- Thin client Java API introduction
- Release notes / What's New for the release line",Improvement,Major,Resolved,2026-06-05T22:03:59.000+0000,2026-06-09T15:17:55.000+0000,2026-06-09T15:17:55.000+0000,0,doc document thin client module extraction and artifact usage documentation follow up for ignite 28717 extraction of thin client api to module context original issue url related preparatory issue url pr url why docs are needed the implementation moves thin client api classes into a dedicated module updates thin client related classpath scripts and prepares the packaging direction where users should not rely on ignite core jar for thin client usage the reviewed pr commit set does not include the corresponding website user documentation updates for dependency selection and migration guidance documentation scope explain that thin client api classes are now provided from a dedicated thin client module instead of being consumed through ignite core describe which artifact s users should add to the classpath for thin client applications clarify migration guidance for existing applications that used ignite core only to access thin client apis mention any compatibility runtime implications that become simpler after the extraction including reduced dependency on server side implementation classes add a release note level mention for the affected release line if appropriate likely documentation locations thin client getting started dependency setup thin client java api introduction release notes what s new for the release line improvement major resolved ignite,IGNITE
SPARK-57286,Add `wildfly-openssl-macosx-aarch64` dependency to support Apple Silicon,,Sub-task,Major,Resolved,2026-06-05T21:43:11.000+0000,2026-06-05T23:21:33.000+0000,2026-06-05T23:21:11.000+0000,0,add wildfly openssl macosx aarch64 dependency to support apple silicon sub task major resolved spark,SPARK
FLINK-39874,"NativeS3RecoverableFsDataOutputStream leaks a temp file when the commit-time part upload fails, and uses non-idempotent deletes","h3. Summary

In the native S3 filesystem, {{NativeS3RecoverableFsDataOutputStream}} can permanently leak a local temp file when the part upload at commit time fails. {{closeForCommit()}} sets {{closed = true}} before it calls {{uploadCurrentPart()}}, so if {{uploadPart()}} throws there, the temp file is never deleted and the later {{close()}} no-ops on its {{if (!closed)}} guard. The file is left behind in the shared {{io.tmp.dirs}} until the TaskManager is recycled.

There are two related, smaller issues in the same class: the per-part cleanup is also missing on the {{write()}} flush path (a robustness gap, not a permanent leak), and the three {{Files.delete()}} calls are non-idempotent, one of which is a real intra-class TOCTOU.

Affects: 2.3.0.

h3. The permanent leak (closeForCommit path)

When a small stream is committed, no part has been flushed yet (a write smaller than the minimum part size does not flush during {{write()}}), so the only {{uploadPart()}} happens at commit time. {{closeForCommit()}} does this in order:

# takes the lock
# sets {{closed = true}}
# if there are pending bytes, calls {{uploadCurrentPart()}}, which calls {{uploadPart()}}

In the pristine code, {{uploadCurrentPart()}} deletes the temp file only *after* a successful upload. If {{uploadPart()}} throws (for example an S3 5xx that survives the SDK's own internal retries), the delete is skipped. Because {{closed}} is already {{true}}, a subsequent {{close()}} short-circuits on its {{if (!closed)}} guard and never reaches its own delete. The pending part's {{s3-part-<uuid>}} file is then orphaned in the shared {{io.tmp.dirs}} (one leaked file per affected stream) until the TaskManager is recycled.

Note this is per stream, not per retry. The SDK's retries are internal to a single {{uploadPart()}} call and reuse the same temp file, so there is no per-retry accumulation.

h3. The write() flush path (robustness gap, not a leak)

When a part is flushed during {{write()}} (the buffered part reaches the minimum part size), {{uploadCurrentPart()}} is also the place that would delete the temp file, and on failure it does not. But here the stream is not marked closed, so a later {{close()}} still reaches its delete and reclaims the file. So on this path the missing per-part cleanup is a robustness gap rather than a permanent leak. I am fixing it in the same place because it is the same missing cleanup.

h3. Non-idempotent deletes

The class has three {{Files.delete()}} call sites (in {{uploadCurrentPart()}}, the {{closeForCommit()}} else-branch, and {{close()}}). {{Files.delete()}} throws {{NoSuchFileException}} if the file is already gone.

The site in {{close()}} is a real, if minor, intra-class TOCTOU. {{write()}} and {{uploadCurrentPart()}} run without the lock and can delete {{currentTempFile}}, while {{close()}} can run concurrently during cancellation. {{close()}} does a check-then-act ({{currentTempFile.exists()}} followed by {{Files.delete()}}), so the file can disappear in that window and the delete throws {{NoSuchFileException}}. The other two sites are not concurrently reachable in the same way; converting them is accompanying hardening so the cleanup is uniformly idempotent.

h3. Fix

* Wrap the upload in {{uploadCurrentPart()}} in a {{try/finally}} and delete the temp file in the {{finally}}, so it is removed whether or not {{uploadPart()}} succeeds. The delete is itself wrapped so an {{IOException}} from the delete is logged at WARN and cannot mask or replace the original upload {{IOException}}.
* Replace all three {{Files.delete()}} calls with {{Files.deleteIfExists()}} (and drop the now-redundant {{exists()}} guard in {{close()}}), making the cleanup idempotent and closing the TOCTOU.

h3. Tests

Four JUnit tests, verified red/green (4/4 pass with the fix; without the fix, exactly 3 fail and the happy-path control still passes):

* {{closeForCommitUploadFailureDeletesTempFile}} - commit-time upload failure. Writes a sub-part-size buffer (so the only upload is at commit), forces {{uploadPart()}} to throw, and asserts no {{s3-part-*}} file remains. Fails without the fix with the leftover file present. (The test asserts the visible symptom; the {{close()}} no-op that makes the leak permanent is established by reading the code, not by the assertion.)
* {{uploadPartFailureFromWriteDeletesTempFile}} - the {{write()}} flush path. Writes a full part to force a flush during {{write()}}, forces the upload to throw, and asserts cleanup. Fails without the fix.
* {{closeForCommitIsIdempotentWhenTempFileMissing}} - the non-idempotent delete. Drives {{closeForCommit()}} down its else-branch with the temp file already removed; throws {{NoSuchFileException}} without the fix.
* {{closeForCommitSuccessDeletesTempFile}} - happy-path control. Commits successfully and asserts no temp file remains; passes with and without the fix (regression guard).

h3. Scope / relation to other issues

This is the local temp-file leak in the native S3 recoverable output stream. It is distinct from FLINK-39786 (the remote orphaned multipart upload), which is a separate, internally-claimed bug, and from FLINK-39778 (resume tail loss). I did not find an existing JIRA or PR covering this local-leak issue.

h3. Next step

The fix and the four regression tests are ready against {{master}}. I am a first-time contributor and cannot self-assign; could a committer please assign this to me so I can open the PR? GitHub handle: NestDream.",Bug,Major,Open,2026-06-05T21:42:01.000+0000,2026-06-12T01:13:42.000+0000,Not resolved,2,natives3recoverablefsdataoutputstream leaks a temp file when the commit time part upload fails and uses non idempotent deletes h3 summary in the native s3 filesystem natives3recoverablefsdataoutputstream can permanently leak a local temp file when the part upload at commit time fails closeforcommit sets closed true before it calls uploadcurrentpart so if uploadpart throws there the temp file is never deleted and the later close no ops on its if closed guard the file is left behind in the shared io tmp dirs until the taskmanager is recycled there are two related smaller issues in the same class the per part cleanup is also missing on the write flush path a robustness gap not a permanent leak and the three files delete calls are non idempotent one of which is a real intra class toctou affects 2 3 0 h3 the permanent leak closeforcommit path when a small stream is committed no part has been flushed yet a write smaller than the minimum part size does not flush during write so the only uploadpart happens at commit time closeforcommit does this in order takes the lock sets closed true if there are pending bytes calls uploadcurrentpart which calls uploadpart in the pristine code uploadcurrentpart deletes the temp file only after a successful upload if uploadpart throws for example an s3 5xx that survives the sdk s own internal retries the delete is skipped because closed is already true a subsequent close short circuits on its if closed guard and never reaches its own delete the pending part s s3 part uuid file is then orphaned in the shared io tmp dirs one leaked file per affected stream until the taskmanager is recycled note this is per stream not per retry the sdk s retries are internal to a single uploadpart call and reuse the same temp file so there is no per retry accumulation h3 the write flush path robustness gap not a leak when a part is flushed during write the buffered part reaches the minimum part size uploadcurrentpart is also the place that would delete the temp file and on failure it does not but here the stream is not marked closed so a later close still reaches its delete and reclaims the file so on this path the missing per part cleanup is a robustness gap rather than a permanent leak i am fixing it in the same place because it is the same missing cleanup h3 non idempotent deletes the class has three files delete call sites in uploadcurrentpart the closeforcommit else branch and close files delete throws nosuchfileexception if the file is already gone the site in close is a real if minor intra class toctou write and uploadcurrentpart run without the lock and can delete currenttempfile while close can run concurrently during cancellation close does a check then act currenttempfile exists followed by files delete so the file can disappear in that window and the delete throws nosuchfileexception the other two sites are not concurrently reachable in the same way converting them is accompanying hardening so the cleanup is uniformly idempotent h3 fix wrap the upload in uploadcurrentpart in a try finally and delete the temp file in the finally so it is removed whether or not uploadpart succeeds the delete is itself wrapped so an ioexception from the delete is logged at warn and cannot mask or replace the original upload ioexception replace all three files delete calls with files deleteifexists and drop the now redundant exists guard in close making the cleanup idempotent and closing the toctou h3 tests four junit tests verified red green 4 4 pass with the fix without the fix exactly 3 fail and the happy path control still passes closeforcommituploadfailuredeletestempfile commit time upload failure writes a sub part size buffer so the only upload is at commit forces uploadpart to throw and asserts no s3 part file remains fails without the fix with the leftover file present the test asserts the visible symptom the close no op that makes the leak permanent is established by reading the code not by the assertion uploadpartfailurefromwritedeletestempfile the write flush path writes a full part to force a flush during write forces the upload to throw and asserts cleanup fails without the fix closeforcommitisidempotentwhentempfilemissing the non idempotent delete drives closeforcommit down its else branch with the temp file already removed throws nosuchfileexception without the fix closeforcommitsuccessdeletestempfile happy path control commits successfully and asserts no temp file remains passes with and without the fix regression guard h3 scope relation to other issues this is the local temp file leak in the native s3 recoverable output stream it is distinct from flink 39786 the remote orphaned multipart upload which is a separate internally claimed bug and from flink 39778 resume tail loss i did not find an existing jira or pr covering this local leak issue h3 next step the fix and the four regression tests are ready against master i am a first time contributor and cannot self assign could a committer please assign this to me so i can open the pr github handle nestdream bug major open flink,FLINK
HTTPCLIENT-2423,Support trace context header propagation in httpclient5-observation,"The httpclient5-observation module does not provide a mechanism for propagating tracing headers (e.g. {{{}traceparent{}}}) in outbound requests.

For reference, the old (deprecated) httpclient5 micrometer observation instrumentation in the micrometer-core library [provided a context so that headers would be propagated|https://github.com/micrometer-metrics/micrometer/blob/e11e7c6b3e579c607393905732d3b9b1f5863e95/micrometer-core/src/main/java/io/micrometer/core/instrument/binder/httpcomponents/hc5/ApacheHttpClientContext.java#L60-L62].
The instrumentation from micrometer-core has been [deprecated in favor of the instrumentation provided by httpclient5-observation|https://github.com/micrometer-metrics/micrometer/issues/7158].

Unfortunately, the httpclient5-observation instrumentation does not propagate trace context via headers. Therefore, users switching from micrometer-core to httpclient5-observation will lose functionality.

This enhancement request is to add the appropriate context and header propagation mechanism to the httpclient5-observation module, so that users migrating from micrometer-core instrumentation to httpclient5-observation instrumentation will retain header propagation functionality.   The old instrumentation from micrometer-core could be used as a reference for implementation  (although, I would prefer if it called setHeader instead of addHeader).",Improvement,Major,Closed,2026-06-05T20:57:16.000+0000,2026-06-15T11:37:49.000+0000,2026-06-15T11:37:46.000+0000,0,support trace context header propagation in url the url module does not provide a mechanism for propagating tracing headers e g traceparent in outbound requests for reference the old deprecated url micrometer observation instrumentation in the micrometer core library provided a context so that headers would be propagated url the instrumentation from micrometer core has been deprecated in favor of the instrumentation provided by url unfortunately the url instrumentation does not propagate trace context via headers therefore users switching from micrometer core to url will lose functionality this enhancement request is to add the appropriate context and header propagation mechanism to the url module so that users migrating from micrometer core instrumentation to url instrumentation will retain header propagation functionality the old instrumentation from micrometer core could be used as a reference for implementation although i would prefer if it called setheader instead of addheader improvement major closed url,HTTPCLIENT
FLINK-39873,Add null check for connectedSocket in SocketStreamIterator.notifyOfError(),"The `notifyOfError()` method in `SocketStreamIterator` attempts to close `connectedSocket` 
without checking if it's null first, which can cause a `NullPointerException`.

*Problem:*
In `SocketStreamIterator.notifyOfError()` (line 212), the code calls:

try {
    connectedSocket.close();
} catch (Throwable ignored) {
}

However, connectedSocket is only initialized during the first call to readNextFromStream(). If notifyOfError() is called before any data is read (e.g., during early initialization errors), connectedSocket will be null, causing a NullPointerException. While the exception is caught and ignored, this is poor practice and creates unnecessary exceptions. Other methods in the same class (e.g., line 182) properly check for null before closing the socket.

*Proposed Solution:*

Add a null check before attempting to close connectedSocket:if (connectedSocket != null) {
    try {
        connectedSocket.close();
    } catch (Throwable ignored) {
    }
}",Bug,Minor,Open,2026-06-05T20:38:43.000+0000,2026-06-17T05:11:31.000+0000,Not resolved,2,add null check for connectedsocket in socketstreamiterator notifyoferror the notifyoferror method in socketstreamiterator attempts to close connectedsocket without checking if it s null first which can cause a nullpointerexception problem in socketstreamiterator notifyoferror line 212 the code calls try connectedsocket close catch throwable ignored however connectedsocket is only initialized during the first call to readnextfromstream if notifyoferror is called before any data is read e g during early initialization errors connectedsocket will be null causing a nullpointerexception while the exception is caught and ignored this is poor practice and creates unnecessary exceptions other methods in the same class e g line 182 properly check for null before closing the socket proposed solution add a null check before attempting to close connectedsocket if connectedsocket null try connectedsocket close catch throwable ignored bug minor open flink,FLINK
SPARK-57285,Route nanosecond timestamp cast-to-string through the Types Framework in both interpreted and codegen paths,"h2. Background

SPARK-57256 implemented {{CAST(TIMESTAMP_NTZ(p) / TIMESTAMP_LTZ(p) AS STRING)}} for p in [7, 9]. The formatting currently lives in {{ToStringBase}} (alongside the microsecond timestamp types): the interpreted path explicitly bypasses {{TypeApiOps}}, and the codegen path inlines {{TimestampFormatter.formatNanos}} / {{formatWithoutTimeZoneNanos}}. This was done because the Types Framework {{TypeApiOps.format(v)}} is zone-less and cannot render LTZ in the session time zone, so it deliberately still raises {{UNSUPPORTED_FEATURE.TIMESTAMP_NANOS_TO_STRING}} for the zone-less callers.

This leaves nanosecond cast-to-string as a one-off integration outside the framework, which is inconsistent with the SPIP direction of wiring the new types through the centralized {{TypeOps}} / {{TypeApiOps}} (see SPARK-57101 / SPARK-57207).

h2. Goal

Make the Types Framework the single integration point for nanosecond timestamp cast-to-string, for both the interpreted and codegen paths, while producing the same output as SPARK-57256 (zone-aware LTZ, zone-independent NTZ, precision flooring, trailing-zero trimming).

h2. Proposed approach

* Interpreted path: extend the framework formatting hook with the session zone (e.g. an optional {{zoneId}} parameter on {{format}} / {{formatUTF8}}), and implement zone-aware formatting in {{TimestampNTZNanosTypeApiOps}} / {{TimestampLTZNanosTypeApiOps}} using the sql/api {{TimestampFormatter}} ({{formatWithoutTimeZoneNanos}} for NTZ, {{formatNanos}} with {{zoneId}} for LTZ). Thread {{ToStringBase}}'s {{zoneId}} into the dispatch, then remove the {{castToStringDefault}} nanos cases and the current {{TypeApiOps}} bypass.
* Codegen path: {{TypeApiOps}} has no codegen hook today (each type is hand-written in {{ToStringBase.castToStringCode}}). Add a framework codegen hook (a method that emits the format snippet), or have {{castToStringCode}} emit a runtime call into the ops reference object passing the {{zoneId}} literal; then drop the inlined {{formatNanos}} cases.
* Zone-less callers: reconcile {{format()}} / {{toSQLValue()}} (EXPLAIN, SQL-literal rendering). NTZ needs no zone and can format directly; LTZ without a session zone keeps raising (or uses a documented default). Update {{TimestampNanosTypeOpsSuite}} accordingly.

h2. Out of scope

* The microsecond timestamp types ({{TIMESTAMP}} / {{TIMESTAMP_NTZ}}), which remain handled inline in {{ToStringBase}}.
* Any change to the rendered string output: this is a refactor with no user-facing behavior change.

h2. Testing

Existing {{CastWithAnsiOnSuite}} / {{CastWithAnsiOffSuite}}, {{ToPrettyStringSuite}}, {{TimestampNanosRowSuite}}, and the {{cast.sql}} golden files must stay green unchanged; add framework-level coverage for the new zone-aware {{format}} hook in both eval modes.",Sub-task,Major,Resolved,2026-06-05T20:33:23.000+0000,2026-06-10T22:03:14.000+0000,2026-06-10T22:03:14.000+0000,1,route nanosecond timestamp cast to string through the types framework in both interpreted and codegen paths h2 background spark 57256 implemented cast timestamp ntz p timestamp ltz p as string for p in 7 9 the formatting currently lives in tostringbase alongside the microsecond timestamp types the interpreted path explicitly bypasses typeapiops and the codegen path inlines timestampformatter formatnanos formatwithouttimezonenanos this was done because the types framework typeapiops format v is zone less and cannot render ltz in the session time zone so it deliberately still raises unsupported feature timestamp nanos to string for the zone less callers this leaves nanosecond cast to string as a one off integration outside the framework which is inconsistent with the spip direction of wiring the new types through the centralized typeops typeapiops see spark 57101 spark 57207 h2 goal make the types framework the single integration point for nanosecond timestamp cast to string for both the interpreted and codegen paths while producing the same output as spark 57256 zone aware ltz zone independent ntz precision flooring trailing zero trimming h2 proposed approach interpreted path extend the framework formatting hook with the session zone e g an optional zoneid parameter on format formatutf8 and implement zone aware formatting in timestampntznanostypeapiops timestampltznanostypeapiops using the sql api timestampformatter formatwithouttimezonenanos for ntz formatnanos with zoneid for ltz thread tostringbase s zoneid into the dispatch then remove the casttostringdefault nanos cases and the current typeapiops bypass codegen path typeapiops has no codegen hook today each type is hand written in tostringbase casttostringcode add a framework codegen hook a method that emits the format snippet or have casttostringcode emit a runtime call into the ops reference object passing the zoneid literal then drop the inlined formatnanos cases zone less callers reconcile format tosqlvalue explain sql literal rendering ntz needs no zone and can format directly ltz without a session zone keeps raising or uses a documented default update timestampnanostypeopssuite accordingly h2 out of scope the microsecond timestamp types timestamp timestamp ntz which remain handled inline in tostringbase any change to the rendered string output this is a refactor with no user facing behavior change h2 testing existing castwithansionsuite castwithansioffsuite toprettystringsuite timestampnanosrowsuite and the cast sql golden files must stay green unchanged add framework level coverage for the new zone aware format hook in both eval modes sub task major resolved spark,SPARK
FOP-3325,Add spacing support when using rule leader,,Improvement,Major,Open,2026-06-05T20:23:53.000+0000,2026-06-17T20:15:07.000+0000,Not resolved,0,add spacing support when using rule leader improvement major open fop,FOP
DAFFODIL-3083,Update deprecated URL constructor in XercesValidator,"When building Daffodil, compilation can fail due to use of the deprecated {{java.net.URL(String)}} constructor in {{{}XercesValidator.scala{}}}:
 
 
 {{val url = new URL(schemaFile)
[error]    |                  ^^^
[error]    |constructor URL in class URL is deprecated: see corresponding Javadoc for more information.
[error] one error found
[error] (daffodil-core / Compile / compileIncremental) Compilation failed}}",Bug,Minor,Resolved,2026-06-05T20:21:05.000+0000,2026-06-09T13:17:48.000+0000,2026-06-09T13:17:48.000+0000,1,update deprecated url constructor in xercesvalidator when building daffodil compilation can fail due to use of the deprecated java net url string constructor in xercesvalidator scala val url new url schemafile error error constructor url in class url is deprecated see corresponding javadoc for more information error one error found error daffodil core compile compileincremental compilation failed bug minor resolved daffodil,DAFFODIL
SPARK-57284,Add Scala/Python bindings for vector functions,,Sub-task,Major,Resolved,2026-06-05T20:07:52.000+0000,2026-06-06T16:40:37.000+0000,2026-06-06T16:40:37.000+0000,0,add scala python bindings for vector functions sub task major resolved spark,SPARK
TIKA-4754,Switch to bloom filters for common tokens in tika-eval,"This can bring the tika-eval jar from 22mb -> 8.5mb without much of a change in stats. We could go lower, but then there's more of a diff because of expected bloom filter limitations.",Task,Trivial,Resolved,2026-06-05T20:01:58.000+0000,2026-06-05T22:48:51.000+0000,2026-06-05T20:54:25.000+0000,0,switch to bloom filters for common tokens in tika eval this can bring the tika eval jar from 22mb 8 5mb without much of a change in stats we could go lower but then there s more of a diff because of expected bloom filter limitations task trivial resolved tika,TIKA
